take_uid,take_name,kind,code,step_index,detail
2059dde7-ecdd-4bfe-90ca-5f482b44fe47,indiana_cooking_10_4,plausibility,PUT_BACK_BEFORE_USE,109,object 'spatula' appears required here but is not held (may need to move nearby GET earlier)
2059dde7-ecdd-4bfe-90ca-5f482b44fe47,indiana_cooking_10_4,plausibility,PORTABLE_NOT_HELD,115,portable item used but not held (missing GET or put back immediately before): 'spatula'
2059dde7-ecdd-4bfe-90ca-5f482b44fe47,indiana_cooking_10_4,plausibility,PUT_BACK_BEFORE_USE,115,object 'spatula' appears required here but is not held (may need to move nearby GET earlier)
2059dde7-ecdd-4bfe-90ca-5f482b44fe47,indiana_cooking_10_4,plausibility,PORTABLE_NOT_HELD,117,portable item used but not held (missing GET or put back immediately before): 'spatula'
2059dde7-ecdd-4bfe-90ca-5f482b44fe47,indiana_cooking_10_4,plausibility,PUT_BACK_BEFORE_USE,117,object 'spatula' appears required here but is not held (may need to move nearby GET earlier)
2059dde7-ecdd-4bfe-90ca-5f482b44fe47,indiana_cooking_10_4,plausibility,PORTABLE_NOT_HELD,123,portable item used but not held (missing GET or put back immediately before): 'spatula'
2059dde7-ecdd-4bfe-90ca-5f482b44fe47,indiana_cooking_10_4,plausibility,PUT_BACK_BEFORE_USE,123,object 'spatula' appears required here but is not held (may need to move nearby GET earlier)
2059dde7-ecdd-4bfe-90ca-5f482b44fe47,indiana_cooking_10_4,plausibility,PORTABLE_NOT_HELD,125,portable item used but not held (missing GET or put back immediately before): 'spatula'
2059dde7-ecdd-4bfe-90ca-5f482b44fe47,indiana_cooking_10_4,plausibility,PUT_BACK_BEFORE_USE,125,object 'spatula' appears required here but is not held (may need to move nearby GET earlier)
2059dde7-ecdd-4bfe-90ca-5f482b44fe47,indiana_cooking_10_4,plausibility,LOCATION_MISMATCH_ON_GET,67,"SemRep claims 'tissue_paper' comes from 'countertop', but tracked location is 'bin'"
2059dde7-ecdd-4bfe-90ca-5f482b44fe47,indiana_cooking_10_4,plausibility,LOCATION_MISMATCH_ON_GET,71,"SemRep claims 'tissue_paper' comes from 'countertop', but tracked location is 'bin'"
2059dde7-ecdd-4bfe-90ca-5f482b44fe47,indiana_cooking_10_4,llm_first_pass_failed,LLM_FIRST_PASS_FAILED,,"Error code: 400 - {'error': {'message': ""Invalid schema for response_format 'procedure_repair': In context=('properties', 'meta', 'items'), 'required' is required to be supplied and to be an array including every key in properties. Missing 'repair_reason'."", 'type': 'invalid_request_error', 'param': 'text.format.schema', 'code': 'invalid_json_schema'}}"
39feb026-bcf8-4a61-89ad-9f5566c2c7bf,sfu_cooking_005_2,plausibility,AFFORDANCE_MISMATCH_BASELINE,6,Action 'WASH' was never used with 'black_pepper' in baseline for this take; likely implausible cascade.
39feb026-bcf8-4a61-89ad-9f5566c2c7bf,sfu_cooking_005_2,plausibility,AFFORDANCE_MISMATCH_BASELINE,9,Action 'CUT' was never used with 'black_pepper' in baseline for this take; likely implausible cascade.
39feb026-bcf8-4a61-89ad-9f5566c2c7bf,sfu_cooking_005_2,plausibility,AFFORDANCE_MISMATCH_BASELINE,11,Action 'CUT' was never used with 'black_pepper' in baseline for this take; likely implausible cascade.
39feb026-bcf8-4a61-89ad-9f5566c2c7bf,sfu_cooking_005_2,plausibility,LOCATION_MISMATCH_ON_GET,30,"SemRep claims 'black_pepper' comes from 'from', but tracked location is 'countertop'"
39feb026-bcf8-4a61-89ad-9f5566c2c7bf,sfu_cooking_005_2,llm_first_pass_failed,LLM_FIRST_PASS_FAILED,,"Error code: 400 - {'error': {'message': ""Invalid schema for response_format 'procedure_repair': In context=('properties', 'meta', 'items'), 'required' is required to be supplied and to be an array including every key in properties. Missing 'repair_reason'."", 'type': 'invalid_request_error', 'param': 'text.format.schema', 'code': 'invalid_json_schema'}}"
3cbd7070-7c55-4b15-ac31-100ab8c7298a,fair_cooking_05_2,plausibility,STIR_IN_POT_NOT_IN_POT,18,stirring 'noodle' in the pot happens before it was placed/cooked in pot/water
3cbd7070-7c55-4b15-ac31-100ab8c7298a,fair_cooking_05_2,plausibility,PORTABLE_NOT_HELD,28,portable item used but not held (missing GET or put back immediately before): 'celerie'
3cbd7070-7c55-4b15-ac31-100ab8c7298a,fair_cooking_05_2,plausibility,PUT_BACK_BEFORE_USE,28,object 'celerie' appears required here but is not held (may need to move nearby GET earlier)
3cbd7070-7c55-4b15-ac31-100ab8c7298a,fair_cooking_05_2,llm_first_pass_failed,LLM_FIRST_PASS_FAILED,,"Error code: 400 - {'error': {'message': ""Invalid schema for response_format 'procedure_repair': In context=('properties', 'meta', 'items'), 'required' is required to be supplied and to be an array including every key in properties. Missing 'repair_reason'."", 'type': 'invalid_request_error', 'param': 'text.format.schema', 'code': 'invalid_json_schema'}}"
407f60e4-68b2-42df-84a9-3160398aaf10,fair_cooking_08_8,schema,SCHEMA,,meta[10] mod='a' requires etype=null
407f60e4-68b2-42df-84a9-3160398aaf10,fair_cooking_08_8,schema,SCHEMA,,meta[11] mod='a' requires etype=null
407f60e4-68b2-42df-84a9-3160398aaf10,fair_cooking_08_8,schema,SCHEMA,,meta[32].new out of range: 31
407f60e4-68b2-42df-84a9-3160398aaf10,fair_cooking_08_8,schema,SCHEMA,,meta/final_steps length mismatch: meta_non_del=32 vs len(final_steps)=31
407f60e4-68b2-42df-84a9-3160398aaf10,fair_cooking_08_8,schema,SCHEMA,,meta.new indices must cover 0..len(final_steps)-1 exactly once
407f60e4-68b2-42df-84a9-3160398aaf10,fair_cooking_08_8,schema,SCHEMA,,meta[32] u indices out of range
407f60e4-68b2-42df-84a9-3160398aaf10,fair_cooking_08_8,schema,SCHEMA,,old_coverage: old index 10 appears 3 times
407f60e4-68b2-42df-84a9-3160398aaf10,fair_cooking_08_8,llm_first_pass_failed,LLM_FIRST_PASS_FAILED,,"Error code: 400 - {'error': {'message': ""Invalid schema for response_format 'procedure_repair': In context=('properties', 'meta', 'items'), 'required' is required to be supplied and to be an array including every key in properties. Missing 'repair_reason'."", 'type': 'invalid_request_error', 'param': 'text.format.schema', 'code': 'invalid_json_schema'}}"
a57a2fd6-18dd-446e-b11c-fe8b127ebb5b,minnesota_cooking_031_2,plausibility,LOCATION_MISMATCH,58,"SemRep mentions location 'chopping_board' for 'flour', but tracked location is 'measuring_cup'"
a57a2fd6-18dd-446e-b11c-fe8b127ebb5b,minnesota_cooking_031_2,llm_first_pass_failed,LLM_FIRST_PASS_FAILED,,"Error code: 400 - {'error': {'message': ""Invalid schema for response_format 'procedure_repair': In context=('properties', 'meta', 'items'), 'required' is required to be supplied and to be an array including every key in properties. Missing 'repair_reason'."", 'type': 'invalid_request_error', 'param': 'text.format.schema', 'code': 'invalid_json_schema'}}"
c8749317-8f4c-443a-9f82-6b18edbcac23,indiana_cooking_26_2,plausibility,LOCATION_MISMATCH,44,"SemRep mentions location 'trash_can' for 'milk', but tracked location is 'tea'"
c8749317-8f4c-443a-9f82-6b18edbcac23,indiana_cooking_26_2,llm_first_pass_failed,LLM_FIRST_PASS_FAILED,,"Error code: 400 - {'error': {'message': ""Invalid schema for response_format 'procedure_repair': In context=('properties', 'meta', 'items'), 'required' is required to be supplied and to be an array including every key in properties. Missing 'repair_reason'."", 'type': 'invalid_request_error', 'param': 'text.format.schema', 'code': 'invalid_json_schema'}}"
c95ba288-2cca-46f2-b606-f4e4d145d40e,nus_cooking_10_5,plausibility,LOCATION_MISMATCH_ON_GET,15,"SemRep claims 'sugar' comes from 'cup', but tracked location is 'counter_top'"
c95ba288-2cca-46f2-b606-f4e4d145d40e,nus_cooking_10_5,llm_first_pass_failed,LLM_FIRST_PASS_FAILED,,"Error code: 400 - {'error': {'message': ""Invalid schema for response_format 'procedure_repair': In context=('properties', 'meta', 'items'), 'required' is required to be supplied and to be an array including every key in properties. Missing 'repair_reason'."", 'type': 'invalid_request_error', 'param': 'text.format.schema', 'code': 'invalid_json_schema'}}"
cda6c810-63a5-455e-b92c-f288e26c72e1,fair_bike_07_12,schema,SCHEMA,,old_coverage: old index 5 appears 2 times
cda6c810-63a5-455e-b92c-f288e26c72e1,fair_bike_07_12,llm_first_pass_failed,LLM_FIRST_PASS_FAILED,,"Error code: 400 - {'error': {'message': ""Invalid schema for response_format 'procedure_repair': In context=('properties', 'meta', 'items'), 'required' is required to be supplied and to be an array including every key in properties. Missing 'repair_reason'."", 'type': 'invalid_request_error', 'param': 'text.format.schema', 'code': 'invalid_json_schema'}}"
dd649889-5705-4532-8191-c261acfb864a,nus_covidtest_15_2,plausibility,USE_AFTER_DISPOSE,27,'test_plate' is used after it was disposed at step 26
dd649889-5705-4532-8191-c261acfb864a,nus_covidtest_15_2,llm_first_pass_failed,LLM_FIRST_PASS_FAILED,,"Error code: 400 - {'error': {'message': ""Invalid schema for response_format 'procedure_repair': In context=('properties', 'meta', 'items'), 'required' is required to be supplied and to be an array including every key in properties. Missing 'repair_reason'."", 'type': 'invalid_request_error', 'param': 'text.format.schema', 'code': 'invalid_json_schema'}}"
f830b550-8282-4e37-8417-5fe5d094f0fc,georgiatech_bike_09_8,plausibility,SUBSTITUTION_TARGET_ALREADY_PRESENT,7,GET-substitution target 'mallet' already appears earlier in the rewrite; choose a different substitution target.
f830b550-8282-4e37-8417-5fe5d094f0fc,georgiatech_bike_09_8,llm_first_pass_failed,LLM_FIRST_PASS_FAILED,,"Error code: 400 - {'error': {'message': ""Invalid schema for response_format 'procedure_repair': In context=('properties', 'meta', 'items'), 'required' is required to be supplied and to be an array including every key in properties. Missing 'repair_reason'."", 'type': 'invalid_request_error', 'param': 'text.format.schema', 'code': 'invalid_json_schema'}}"
fb733912-4a66-4821-9313-344628fd1154,nus_cooking_07_5,plausibility,SUBSTITUTION_TARGET_ALREADY_PRESENT,3,GET-substitution target 'tea_bag' already appears earlier in the rewrite; choose a different substitution target.
fb733912-4a66-4821-9313-344628fd1154,nus_cooking_07_5,plausibility,LOCATION_MISMATCH_ON_GET,3,"SemRep claims 'tea_bag' comes from 'countertop', but tracked location is 'cup'"
fb733912-4a66-4821-9313-344628fd1154,nus_cooking_07_5,llm_first_pass_failed,LLM_FIRST_PASS_FAILED,,"Error code: 400 - {'error': {'message': ""Invalid schema for response_format 'procedure_repair': In context=('properties', 'meta', 'items'), 'required' is required to be supplied and to be an array including every key in properties. Missing 'repair_reason'."", 'type': 'invalid_request_error', 'param': 'text.format.schema', 'code': 'invalid_json_schema'}}"
